id,HAB_ID,HAB_NAME,BLOCK_ID,ROAD_CONN,confidence,lat,lon
PT-388,18080010,Nambornodi,180804,False,0.532,25.451412,92.869162
PT-389,18080010,Nambornodi,180804,False,0.552,25.452349,92.86919
PT-390,18080010,Nambornodi,180804,False,0.614,25.451357,92.866986
PT-391,18080010,Nambornodi,180804,False,0.549,25.452293,92.869955
PT-392,18080010,Nambornodi,180804,False,0.521,25.451553,92.867793
PT-393,18080010,Nambornodi,180804,False,0.585,25.451687,92.868883
PT-394,18080010,Nambornodi,180804,False,0.498,25.45004,92.865107
PT-395,18080010,Nambornodi,180804,False,0.533,25.452175,92.869903
PT-396,18080010,Nambornodi,180804,False,0.571,25.452171,92.870589
PT-397,18080010,Nambornodi,180804,False,0.558,25.452771,92.871585
PT-398,18080010,Nambornodi,180804,False,0.507,25.452289,92.869362
PT-399,18080010,Nambornodi,180804,False,0.515,25.454065,92.869553
PT-400,18080011,Diyungmukh,180801,True,0.362,25.303593,92.702404
PT-401,18080011,Diyungmukh,180801,True,0.385,25.302316,92.701794
PT-402,18080011,Diyungmukh,180801,True,0.358,25.302076,92.701294
PT-403,18080011,Diyungmukh,180801,True,0.275,25.302472,92.700778
PT-404,18080011,Diyungmukh,180801,True,0.36,25.302489,92.702721
PT-405,18080011,Diyungmukh,180801,True,0.325,25.300673,92.700322
PT-406,18080011,Diyungmukh,180801,True,0.395,25.301482,92.700899
PT-407,18080011,Diyungmukh,180801,True,0.291,25.301463,92.701631
PT-408,18080011,Diyungmukh,180801,True,0.371,25.300402,92.699258
PT-409,18080011,Diyungmukh,180801,True,0.332,25.302324,92.70168
PT-410,18080011,Diyungmukh,180801,True,0.375,25.301712,92.701285
PT-411,18080011,Diyungmukh,180801,True,0.37,25.301653,92.700628
PT-412,18080011,Diyungmukh,180801,True,0.358,25.300954,92.700574
PT-413,18080011,Diyungmukh,180801,True,0.383,25.301855,92.701726
PT-414,18080011,Diyungmukh,180801,True,0.366,25.300931,92.700302
PT-415,18080011,Diyungmukh,180801,True,0.367,25.302925,92.702265
PT-416,18080011,Diyungmukh,180801,True,0.365,25.301176,92.699657
PT-417,18080011,Diyungmukh,180801,True,0.341,25.30301,92.701887
PT-418,18080011,Diyungmukh,180801,True,0.325,25.301791,92.701248
PT-419,18080011,Diyungmukh,180801,True,0.39,25.301425,92.701329
PT-420,18080011,Diyungmukh,180801,True,0.381,25.302997,92.701984
PT-421,18080011,Diyungmukh,180801,True,0.325,25.300712,92.701392
PT-422,18080011,Diyungmukh,180801,True,0.31,25.30285,92.701678
PT-423,18080011,Diyungmukh,180801,True,0.389,25.301702,92.700996
PT-424,18080011,Diyungmukh,180801,True,0.313,25.301198,92.702663
PT-425,18080011,Diyungmukh,180801,True,0.42,25.303468,92.703566
PT-426,18080011,Diyungmukh,180801,True,0.359,25.301061,92.700806
PT-427,18080011,Diyungmukh,180801,True,0.348,25.302607,92.700393
PT-428,18080011,Diyungmukh,180801,True,0.379,25.302936,92.70216
PT-429,18080011,Diyungmukh,180801,True,0.375,25.301175,92.699794
PT-430,18080011,Diyungmukh,180801,True,0.43,25.30216,92.702324
PT-431,18080011,Diyungmukh,180801,True,0.329,25.302727,92.702462
PT-432,18080011,Diyungmukh,180801,True,0.313,25.303267,92.703189
PT-433,18080011,Diyungmukh,180801,True,0.437,25.302915,92.702862
PT-434,18080011,Diyungmukh,180801,True,0.425,25.301375,92.701044
PT-435,18080011,Diyungmukh,180801,True,0.316,25.30323,92.702125
PT-436,18080011,Diyungmukh,180801,True,0.398,25.301567,92.702107
PT-437,18080011,Diyungmukh,180801,True,0.356,25.301713,92.700285
PT-438,18080011,Diyungmukh,180801,True,0.253,25.301441,92.699447
PT-439,18080011,Diyungmukh,180801,True,0.394,25.301575,92.699611
PT-440,18080011,Diyungmukh,180801,True,0.342,25.302504,92.699637
PT-441,18080011,Diyungmukh,180801,True,0.286,25.301182,92.70111
PT-442,18080011,Diyungmukh,180801,True,0.399,25.302267,92.701955
PT-443,18080011,Diyungmukh,180801,True,0.324,25.303365,92.699857
PT-444,18080011,Diyungmukh,180801,True,0.344,25.303337,92.70436
PT-445,18080011,Diyungmukh,180801,True,0.403,25.30165,92.700983
PT-446,18080011,Diyungmukh,180801,True,0.323,25.303322,92.70368
PT-447,18080011,Diyungmukh,180801,True,0.329,25.300451,92.700524
PT-448,18080011,Diyungmukh,180801,True,0.35,25.302153,92.701442
PT-449,18080011,Diyungmukh,180801,True,0.417,25.30185,92.700922
PT-450,18080011,Diyungmukh,180801,True,0.367,25.301531,92.701361
PT-451,18080011,Diyungmukh,180801,True,0.45,25.301413,92.700815
PT-452,18080011,Diyungmukh,180801,True,0.363,25.302155,92.702006
PT-453,18080011,Diyungmukh,180801,True,0.336,25.304039,92.704323
PT-454,18080012,Silonijan,180802,True,0.249,25.323202,92.844212
PT-455,18080012,Silonijan,180802,True,0.284,25.317401,92.84222
PT-456,18080012,Silonijan,180802,True,0.22,25.321909,92.842166
PT-457,18080012,Silonijan,180802,True,0.294,25.321643,92.843106
PT-458,18080012,Silonijan,180802,True,0.2,25.320239,92.842852
PT-459,18080012,Silonijan,180802,True,0.333,25.321111,92.843439
PT-460,18080012,Silonijan,180802,True,0.311,25.322887,92.843629
PT-461,18080012,Silonijan,180802,True,0.209,25.319841,92.842249
PT-462,18080012,Silonijan,180802,True,0.2,25.321505,92.843466
PT-463,18080012,Silonijan,180802,True,0.252,25.320633,92.84254
PT-464,18080012,Silonijan,180802,True,0.231,25.320477,92.841856
PT-465,18080012,Silonijan,180802,True,0.2,25.323254,92.844608
PT-466,18080012,Silonijan,180802,True,0.21,25.320444,92.841936
PT-467,18080012,Silonijan,180802,True,0.247,25.321895,92.84327
PT-468,18080012,Silonijan,180802,True,0.2,25.319732,92.842714
PT-469,18080012,Silonijan,180802,True,0.228,25.320812,92.842552
PT-470,18080012,Silonijan,180802,True,0.297,25.319491,92.841208
PT-471,18080012,Silonijan,180802,True,0.2,25.322069,92.843351
PT-472,18080012,Silonijan,180802,True,0.308,25.321318,92.844147
PT-473,18080012,Silonijan,180802,True,0.2,25.31865,92.841695
PT-474,18080012,Silonijan,180802,True,0.215,25.319965,92.842078
PT-475,18080012,Silonijan,180802,True,0.258,25.322468,92.844026
PT-476,18080012,Silonijan,180802,True,0.367,25.320689,92.842439
PT-477,18080012,Silonijan,180802,True,0.243,25.321879,92.843256
PT-478,18080012,Silonijan,180802,True,0.27,25.321606,92.843619
PT-479,18080012,Silonijan,180802,True,0.201,25.319753,92.842083
